Country,Year,log_Active Armed Forces per capita,Unemployment rate,Secondary education attainment rate,log_GDP per capita,log_Defence budget per capita,Defence budget % GDP,GDP per capita % change,Defence budget per capita % change,Defence budget % GDP % change,Education Interpolated
Lithuania,2021,-4.802180078207333,7.112,91.1113204956055,9.831975583073167,5.897567139989099,1.98,6.1538750167300815,10.158000337527406,-4.347826086956519,False
Lithuania,2022,-4.813116759007834,5.955,91.9948425292969,9.846097545513173,6.071003535965326,2.22,1.4222148403532753,18.938503468972367,12.121212121212132,False
Lithuania,2023,-4.7437435962517425,6.841,91.9948425292969,9.835505881000188,6.328523908000386,2.6,-1.0535770345884377,29.37181663837012,17.117117117117118,True
Luxembourg,2015,-6.344941382545018,6.796,69.0699996948242,11.566106096767554,5.869134900942003,0.37,-0.1154763055327801,-18.47674242242818,-5.128205128205132,False
Luxembourg,2016,-6.366494502424939,6.669,75.3423461914062,11.593135409356771,5.787686434436087,0.35,2.739791801524194,-7.821978881501767,-5.405405405405405,False
Luxembourg,2017,-6.390804266602551,5.523,72.4430084228516,11.581911526960793,6.066862672524803,0.45,-1.1161129623962651,32.20403171982578,28.57142857142858,False
Luxembourg,2018,-6.410092641742427,5.589,74.2424240112305,11.574742632510798,6.365728360911285,0.57,-0.7143259221506271,34.832851513228505,26.66666666666666,False
Luxembourg,2019,-6.4297210909410625,5.592,75.2209701538086,11.583855641084726,6.102459993714386,0.48,0.9154658459010756,-23.14643801166737,-15.78947368421052,False
Luxembourg,2023,-6.501935107846555,5.184,77.4083404541016,11.574422717358363,6.481549095305909,0.68,-3.0735716888949605,30.3964757709251,25.92592592592593,True
Montenegro,2015,-5.740048506521863,17.555,78.6587600708008,8.782198990901886,4.5865997741129645,1.67,3.332384577806735,-16.791037467927982,-2.9069767441860517,False
Montenegro,2016,-5.7402799318295745,17.732,79.1999359130859,8.81103382248697,4.587494352950057,1.56,2.9254580087473725,0.08949790920849132,-6.586826347305386,False
Montenegro,2017,-5.740392410900552,16.082,79.9968566894531,8.857007524408303,4.674178513306142,1.57,4.704687527377738,9.05521857047038,0.6410256410256387,False
Montenegro,2018,-5.740157797369024,15.19,62.7289695739746,8.90677382531618,4.725753724617102,1.44,5.10254439807154,5.292837543760043,-8.280254777070073,False
Montenegro,2019,-5.739837927243212,15.128,81.8237915039062,8.94691946581577,4.576403690219337,1.42,4.0962369432455015,-13.873241115198509,-1.388888888888895,False
Montenegro,2020,-5.738676533633522,17.878,81.9217376708984,8.781944881499175,4.544523000740209,1.65,-15.208474584028586,-3.1377858002407,16.19718309859155,False
Montenegro,2021,-5.73529890641566,16.543,59.2587928771973,8.907924706886117,4.730258320034754,1.55,13.425928481001526,20.410351522879424,-6.060606060606055,False
Montenegro,2022,-5.7320670025717915,14.851,59.2587928771973,8.973254784723586,4.446167543420104,1.12,6.7511328067817455,-24.730168579997923,-27.74193548387096,True
Montenegro,2023,-5.324921971254188,14.621,59.2587928771973,9.036384377938267,5.095254734186018,1.8,6.51648684267534,91.37931034482759,60.7142857142857,True
Netherlands,2015,-6.15390948428506,6.872,69.5699996948242,10.73190428550867,6.203700559292634,1.17,1.6689877558040855,-19.069763924806782,-3.3057851239669422,False
Netherlands,2016,-6.18740215004784,6.007,69.9899978637695,10.750536160887973,6.208189419908792,1.16,1.8806531808692517,0.4498950642898958,-0.8547008547008517,False
Netherlands,2017,-6.193314183709481,4.837,70.5940017700195,10.772059765487349,6.295511213392391,1.21,2.1756908215212256,9.124777964889619,4.31034482758621,False
Netherlands,2018,-6.19915351779869,3.832,71.0999984741211,10.788556517327615,6.352102109199519,1.23,1.6633574592452183,5.822279844420075,1.6528925619834656,False
Netherlands,2019,-6.205704233546742,3.379,71.4319534301758,10.804746183903118,6.339992282480695,1.32,1.6321429332087911,-1.203679785345857,7.317073170731714,False
Netherlands,2020,-6.240247178322544,3.82,72.9599990844727,10.759743321853854,6.3404061871521264,1.39,-4.400525427487323,0.04139903417883506,5.303030303030298,False
Netherlands,2021,-6.245482083404232,4.209,73.850830078125,10.815385531248992,6.405483973006858,1.35,5.721935290728952,6.724203748961988,-2.877697841726601,False
Netherlands,2022,-6.255014872632777,3.526,74.0509719848633,10.854711804677754,6.464512908153341,1.45,4.010978848104951,6.080593487120312,7.407407407407396,False
Netherlands,2023,-6.264916269499779,3.537,74.0509719848633,10.845555737200277,6.540582626890102,1.44,-0.9114278330323078,7.903780068728539,-0.6896551724137945,True
North Macedonia,2015,-5.4766884220438214,26.395,62.2778282165527,8.568396958460811,3.8340291730822185,1.01,4.134290505306071,-22.856206883262033,-12.173913043478258,False
North Macedonia,2016,-5.473484747310102,24.312,63.738208770752,8.599684612434947,3.8360782642661366,0.99,3.17822574701061,0.20511920059380628,-1.980198019801982,False
North Macedonia,2017,-5.469460531438771,22.857,65.41650390625,8.614468462655626,3.90098862507266,1.04,1.4893671862517888,6.70633693972178,5.050505050505061,False
North Macedonia,2018,-5.464388323869081,21.208,53.4467811584473,8.64793954476456,3.9434787641611497,0.99,3.40375411089493,4.340576739100732,-4.807692307692313,False
North Macedonia,2019,-5.457595236983559,17.414,66.9626770019531,8.693091623035496,4.051591824478606,1.25,4.61869501137766,11.417370709872433,26.262626262626256,False
